letter_id,letter_issue_date,company_name,subject,letter_url,marcs_cms,Year,repeat_company,repeat_marcs
123,11/03/2025,CelestaPro,Unapproved New Drugs/Misbranded Botox,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/celestapro-718613-11032025,718613.0,2025,0,0
124,11/03/2025,COSMO KOREA,Unapproved New Drugs/Misbranded/Botox,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cosmo-bio-co-ltd-611552-01062022,611552.0,2025,0,0
130,11/03/2025,"Miers Laboratories, Ltd",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/miers-laboratories-ltd-715378-11032025,715378.0,2025,0,0
131,11/03/2022,"The Anthos Group, Inc.",Refusal to Provide Access to and Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anthos-group-inc-636846-11032022,636846.0,2022,0,0
133,10/31/2025,Apotex Inc.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/apotex-inc-714137-10312025,714137.0,2025,0,0
134,10/31/2022,Abraxis Bioscience LLC,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abraxis-bioscience-llc-633713-10312022,633713.0,2022,0,0
136,10/30/2024,"Tianjin Darentang Jingwanhong Pharmaceutical Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tianjin-darentang-jingwanhong-pharmaceutical-co-ltd-683619-10302024,683619.0,2024,0,0
137,10/30/2023,"Dexterity Health, LLC DBA Zazzee Naturals",Finished Pharmaceuticals/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dexterity-health-llc-dba-zazzee-naturals-667898-10302023,667898.0,2023,0,0
138,10/29/2025,World Perfumes Inc.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/world-perfumes-inc-713958-10292025,713958.0,2025,0,0
139,10/29/2024,Armstrong County Memorial Hospital,Institutional Review Board (IRB),https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/armstrong-county-memorial-hospital-692080-10292024,692080.0,2024,0,0
140,10/28/2022,"Amazon.com, Inc.",Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amazoncom-inc-662503-12202023,662503.0,2022,1,0
141,10/28/2022,Latin Foods Market,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/latin-foods-market-631753-10282022,631753.0,2022,0,0
142,10/28/2022,Walmart Inc.,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/walmart-inc-720400-12122025,720400.0,2022,0,0
143,10/27/2025,IBSPOT.com Inc.,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ibspotcom-inc-715657-10272025,715657.0,2025,0,0
144,10/27/2025,"DermaRite Industries, LLC",Nonprescription/OTC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dermarite-industries-llc-710997-10272025,710997.0,2025,0,0
145,10/24/2024,Fancy Drops Beauty LLC,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fancy-drops-beauty-llc-688469-10242024,688469.0,2024,0,0
146,10/24/2022,Lakpura LLC,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lakpura-llc-643057-10242022,643057.0,2022,0,0
147,10/23/2024,MedOffice Saglik Endustri Anonim Sirketi,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/medoffice-saglik-endustri-anonim-sirketi-687586-10232024,687586.0,2024,0,0
148,10/22/2021,"DongBang Cosmetics Co., Ltd.",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dongbang-cosmetics-co-ltd-610364-10222021,610364.0,2021,0,0
149,10/21/2025,"Uriel Pharmacy, Inc.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/uriel-pharmacy-inc-709977-10212025,709977.0,2025,0,0
150,10/21/2024,"Choice All Natural, Inc. dba Om Botanical",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/choice-all-natural-inc-dba-om-botanical-685615-10212024,685615.0,2024,0,0
151,10/20/2023,Global Pharma Healthcare Private Limited,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/delsam-pharma-llc-657340-02132024,657340.0,2023,0,0
153,10/20/2023,"Maria W. Greenwald, M.D.",Clinical Investigator,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maria-w-greenwald-md-670580-10202023,670580.0,2023,0,0
154,10/19/2022,RiteAid Corporation,Failure to Comply with Drug Listing Requirements/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/riteaid-corporation-643207-10192022,643207.0,2022,0,0
155,10/17/2025,Liebel-Flarsheim Company LLC,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/liebel-flarsheim-company-llc-711508-10172025,711508.0,2025,0,0
156,10/17/2024,Diora Kimya Sanayi ve Ticaret Limited Sirketi,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded/Failure to Register,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diora-kimya-sanayi-ve-ticaret-limited-sirketi-688271-10172024,688271.0,2024,0,0
157,10/17/2022,"Unit Dose Services, LLC",Failure to Comply with Drug Listing Requirements,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unit-dose-services-llc-636177-10172022,636177.0,2022,0,0
158,10/16/2025,The Tranzonic Companies/Innocore Sales & Marketing Inc.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tranzonic-companiesinnocore-sales-marketing-inc-712258-10162025,712258.0,2025,0,0
159,10/16/2023,Sun Pharmaceutical Industries Ltd.,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sun-pharmaceutical-industries-limited-677337-06182024,677337.0,2023,0,0
160,10/15/2025,onlineotcmeds.com,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/onlineotcmedscom-717697-10152025,717697.0,2025,0,0
161,10/14/2021,"New Green Nutrition, Inc.",Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-green-nutrition-inc-615846-10142021,615846.0,2021,0,0
162,10/14/2021,"Joseph A. Zadra, M.D.",Clinical Investigator,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/joseph-zadra-md-619451-10142021,619451.0,2021,0,0
163,10/10/2025,Acme United Corporation,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/acme-united-corporation-712324-10102025,712324.0,2025,0,0
164,10/10/2025,"Foshan Yiying Hygiene Products Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/foshan-yiying-hygiene-products-co-ltd-715548-10102025,715548.0,2025,0,0
165,10/10/2025,"Scientific Protein Laboratories, LLC",CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sethi-laboratories-611628-04062021,611628.0,2025,0,0
166,10/10/2025,"RNA Bio/Pharma, Incorporated",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rna-biopharma-incorporated-713201-10102025,713201.0,2025,0,0
168,10/10/2024,Soliteint Kozmetikai KFT,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/soliteint-kozmetikai-kft-685146-10102024,685146.0,2024,0,0
169,10/10/2024,"Analytical Food Laboratories, Inc.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/analytical-food-laboratories-inc-687513-10102024,687513.0,2024,0,0
170,10/09/2025,Melcare Biomedical Pty Ltd,Nonprescription/OTC.”,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/melcare-biomedical-pty-ltd-717968-10092025,717968.0,2025,0,0
171,10/09/2025,"Taizhou Kangping Medical Science and Technology Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/taizhou-kangping-medical-science-and-technology-co-ltd-711081-10092025,711081.0,2025,0,0
172,10/08/2021,"AriBio H&B Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aribio-hb-co-ltd-613107-10082021,613107.0,2021,0,0
173,10/07/2024,"Hangzhou Glamcos Biotech Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hangzhou-glamcos-biotech-co-ltd-692583-10072024,692583.0,2024,0,0
175,10/06/2025,www.usmedschoice.com,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwusmedschoicecom-716055-10062025,716055.0,2025,0,0
176,10/05/2022,Eksa Mills S.A. de C.V.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eksa-mills-sa-de-cv-634706-10052022,634706.0,2022,0,0
178,10/04/2023,"Handock Cosmetics Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated/Misbranded/Failure to Register/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/handock-cosmetics-co-ltd-658737-10042023,658737.0,2023,0,0
179,10/02/2024,Omni Lens Pvt. Ltd.,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded/Failure to Register,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/omni-lens-pvt-ltd-688151-10022024,688151.0,2024,0,0
180,10/02/2023,"Seoul Cosmetics Co., Ltd.",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/seoul-cosmetics-co-ltd-653882-10022023,653882.0,2023,0,0
181,10/02/2023,www.semaspace.com,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwsemaspacecom-665848-10022023,665848.0,2023,0,0
182,10/02/2023,www.gorillahealing.com,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwgorillahealingcom-664245-10022023,664245.0,2023,0,0
183,09/30/2025,Guangxi Yulin Pharmaceutical Group Co. Ltd.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/guangxi-yulin-pharmaceutical-group-co-ltd-710422-09302025,710422.0,2025,0,0
184,09/30/2024,Mexicanrxpharm.com,Notice of Unlawful Sale of Unapproved Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mexicanrxpharmcom-693163-09302024,693163.0,2024,0,0
185,09/30/2021,"GuangZhou YouXing Cosmetic Co., Ltd",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/guangzhou-youxing-cosmetic-co-ltd-610709-09302021,610709.0,2021,0,0
186,09/30/2021,"RAAS Nutritionals, LLC/Rare Antibody Antigen Supply, Inc.",Bioresearch Monitoring Program/IRB,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/raas-nutritionals-llcrare-antibody-antigen-supply-inc-616560-09302021,616560.0,2021,0,0
187,09/30/2021,"Limpo Quimicos, SA de CV",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/limpo-quimicos-sa-de-cv-608859-09302021,608859.0,2021,0,0
188,09/29/2023,www.alphamedstore.com,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwalphamedstorecom-665889-09292023,665889.0,2023,0,0
189,09/29/2021,HealthMEDS Inc.,Failure to permit access to or copying of records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/healthmeds-inc-618484-09292021,618484.0,2021,0,0
190,09/29/2021,Healthy Foods & Nutrition Lab de Mexico S.A. de C.V.,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/healthy-foods-nutrition-lab-de-mexico-sa-de-cv-609608-09292021,609608.0,2021,0,0
191,09/29/2021,"True Chemical Solutions, LLC",Failure to Permit Access to or Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/true-chemical-solutions-llc-616672-09292021,616672.0,2021,0,0
192,09/28/2022,Bespoke Apothecary LLC,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bespoke-apothecary-llc-641573-09282022,641573.0,2022,0,0
193,09/28/2021,"Strategia Project Management, Inc.",Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/strategia-project-management-inc-615307-09282021,615307.0,2021,0,0
194,09/27/2024,Louisiana State University Health Science Center IRB,Institutional Review Board (IRB),https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/louisiana-state-university-health-science-center-irb-686088-09272024,686088.0,2024,0,0
195,09/27/2022,Lupin Limited,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lupin-limited-633703-09272022,633703.0,2022,0,0
196,09/26/2024,"Supercore Products Group, Inc.",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/supercore-products-group-inc-690510-09262024,690510.0,2024,0,0
197,09/26/2024,Makra Kozmetika D.O.O.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/makra-kozmetika-doo-684125-09262024,684125.0,2024,0,0
198,09/26/2023,"Antonio E. Blanco, M.D./Vista Health Research, LLC",Clinical Investigator,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/antonio-e-blanco-mdvista-health-research-llc-668519-09262023,668519.0,2023,0,0
199,09/25/2025,Naturich Cosmetique Labs,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/naturich-cosmetique-labs-713565-09252025,713565.0,2025,0,0
200,09/25/2025,"Creative Essences, Inc.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/creative-essences-inc-710658-09252025,710658.0,2025,0,0
201,09/25/2024,Outin Futures Corp.,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/outin-futures-corp-684688-09252024,684688.0,2024,0,0
202,09/25/2023,Shot of Joy LLC,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shot-joy-llc-665936-09252023,665936.0,2023,0,0
203,09/24/2024,MMC Healthcare Ltd.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mmc-healthcare-ltd-684644-09242024,684644.0,2024,0,0
204,09/23/2025,"Persōn & Covey, Inc.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/person-covey-inc-711191-09232025,711191.0,2025,0,0
205,09/22/2025,Kath Khemicals LLC,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kath-khemicals-llc-711699-09222025,711699.0,2025,0,0
207,09/22/2021,Ardil Comercial S.R.L.,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ardil-comercial-srl-612018-09222021,612018.0,2021,0,0
208,09/20/2024,"Azurity Pharmaceuticals, Inc.",CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/azurity-pharmaceuticals-inc-656489-09202024,656489.0,2024,0,0
209,09/20/2023,"Luis Javier Pena-Hernandez, M.D., FCCP",Clinical Investigator,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luis-javier-pena-hernandez-md-fccp-668217-09202023,668217.0,2023,0,0
210,09/19/2025,"Pamela K. Den Besten, DDS, MS",Clinical Investigator (Sponsor) ,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pamela-k-den-besten-dds-ms-715245-09192025,715245.0,2025,0,0
211,09/19/2023,"Hygienic Labs, LLC",Refusal to Provide Access to and Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hygienic-labs-llc-667816-09192023,667816.0,2023,0,0
212,09/18/2023,Zhao Qing Longda Biotechnology Co. Ltd.,Refusal to Provide Access to and Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zhao-qing-longda-biotechnology-co-ltd-664934-09182023,664934.0,2023,0,0
213,09/17/2025,Dixon Investments Inc. dba ARI,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dixon-investments-inc-dba-ari-710087-09172025,710087.0,2025,0,0
214,09/17/2025,"BRS Analytical Services, LLC",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/brs-analytical-services-llc-711133-09172025,711133.0,2025,0,0
216,09/16/2025,"Stellalife, Inc.",Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stellalife-inc-712804-09162025,712804.0,2025,0,0
217,09/16/2025,Media Networks Sydney Pty. Limited,Failure to Comply with Drug Listing Requirements/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/media-networks-sydney-pty-limited-687044-08152024,687044.0,2025,0,0
218,09/16/2025,Turbare Manufacturing,Compounding Pharmacy/Adulterated Drug Products,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turbare-manufacturing-713516-09162025,713516.0,2025,0,0
219,09/15/2021,Laboratorio Pharma International SRL,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/laboratorio-pharma-international-srl-614766-09152021,614766.0,2021,0,0
220,09/15/2021,"Nanomateriales Químicos Avanzados, S.A. de C.V.",CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nanomateriales-quimicos-avanzados-sa-de-cv-609969-09152021,609969.0,2021,0,0
221,09/14/2023,Maison Blanche LLC,Refusal to Provide Access to and Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maison-blanche-llc-666943-09142023,666943.0,2023,0,0
222,09/13/2021,Furley Bioextracts SDN BHD,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/furley-bioextracts-sdn-bhd-614592-09132021,614592.0,2021,0,0
223,09/12/2024,Nomida.biz,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nomidabiz-687590-09122024,687590.0,2024,0,0
224,09/12/2023,"Gulf States International, Inc.",Refusal to Provide Access to and Copying of Records,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gulf-states-international-inc-666918-09122023,666918.0,2023,0,0
225,09/12/2023,Walgreen Company,Failure to Register and List,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/walgreen-company-662158-12192025,662158.0,2023,0,0
226,09/11/2025,Columbia Cosmetics Manufacturing Inc.,CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/king-systems-corp-dba-ambu-inc-661617-08162023,661617.0,2025,0,0
227,09/11/2025,"Chengdu Brilliant Biopharmaceutical Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chengdu-brilliant-biopharmaceutical-co-ltd-711330-09112025,711330.0,2025,0,0
228,09/11/2024,"Quality CDMO, Inc.",Unapproved New Drugs,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/quality-cdmo-inc-665961-09112024,665961.0,2024,0,0
229,09/11/2023,"Boiron, Inc.",Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/boiron-inc-663402-09112023,663402.0,2023,0,0
230,09/11/2023,"Natural Ophthalmics, Inc.",Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natural-ophthalmics-inc-663758-09112023,663758.0,2023,0,0
232,09/11/2023,CVS Health,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cvs-health-663246-09112023,663246.0,2023,0,0
233,09/11/2023,Similasan AG,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/similasan-ag-658878-09112023,658878.0,2023,0,0
234,09/11/2023,"TRP Company, Inc",Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trp-company-inc-663037-09112023,663037.0,2023,0,0
235,09/11/2023,OcluMed LLC,Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/oclumed-llc-663525-09112023,663525.0,2023,0,0
236,09/11/2023,"Walgreens Boots Alliance, Inc.",Unapproved New Drugs/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/walgreens-boots-alliance-inc-663404-09112023,663404.0,2023,0,0
237,09/10/2025,motionpharmacy.com,Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/motionpharmacycom-715595-09102025,715595.0,2025,0,0
238,09/10/2024,Aromas Para El Alma S.A.,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aromas-para-el-alma-sa-672728-09102024,672728.0,2024,0,0
239,09/09/2025,Novo Nordisk Inc.,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/novo-nordisk-inc-716495-09092025,716495.0,2025,0,0
240,09/09/2025,Aytu Biopharma,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aytu-biopharma-716604-09092025,716604.0,2025,1,0
241,09/09/2025,Aytu Biopharma,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aytu-biopharma-716604-09092025,716604.0,2025,1,0
242,09/09/2025,"Yangzhou Yulou Paper Products Co., Ltd.",CGMP/Finished Pharmaceuticals/Adulterated,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yangzhou-yulou-paper-products-co-ltd-710907-09092025,710907.0,2025,0,0
243,09/09/2025,inspire.clinic,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/paradigm-re-llc-612014-12072020,612014.0,2025,0,0
245,09/09/2025,Eli Lilly and Company,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eli-lilly-and-company-716485-09092025,716485.0,2025,1,0
246,09/09/2025,Eli Lilly and Company,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eli-lilly-and-company-716485-09092025,716485.0,2025,1,0
247,09/09/2025,Eli Lilly and Company,False & Misleading Claims/Misbranded,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eli-lilly-and-company-716485-09092025,716485.0,2025,1,0
256,09/09/2025,Amazing Meds,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hope-botanicals-llc-623509-05262022,623509.0,2025,0,0
268,09/09/2025,EvoLife Wellness,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evolife-wellness-715507-09092025,715507.0,2025,0,0
269,09/09/2025,eDrugstore,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/edrugstore-716505-09092025,716505.0,2025,0,0
277,09/09/2025,GLP-1 Solution,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nomidabiz-687590-09122024,687590.0,2025,0,0
281,09/09/2025,All American Wellness,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/new-york-nutrition-company-621839-05042022,621839.0,2025,0,0
